,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
2497,11507295,Male,43,1,28,0,1-2 Year,Yes,32549,124,83
2498,11507296,Female,42,1,35,0,1-2 Year,Yes,30163,154,215
2499,11507297,Male,38,1,27,0,1-2 Year,Yes,2630,156,103
2500,11507298,Male,58,1,28,1,1-2 Year,No,2630,152,103
2501,11507299,Male,23,1,39,0,< 1 Year,Yes,2630,160,24
2502,11507300,Female,53,1,28,0,> 2 Years,Yes,75219,124,53
2503,11507301,Female,22,1,12,1,< 1 Year,No,28991,152,251
2504,11507302,Male,63,1,48,1,1-2 Year,No,2630,15,102
2505,11507303,Male,27,1,43,1,< 1 Year,No,2630,160,163
2506,11507304,Female,52,1,28,0,1-2 Year,Yes,43209,124,101
2507,11507305,Female,23,1,30,0,< 1 Year,Yes,31473,152,217
2508,11507306,Male,54,1,39,0,1-2 Year,No,29959,26,66
2509,11507307,Female,39,1,39,0,1-2 Year,Yes,25196,163,13
2510,11507308,Male,60,1,2,1,1-2 Year,Yes,30540,124,245
2511,11507309,Male,45,1,8,1,1-2 Year,No,33175,124,255
2512,11507310,Female,59,1,26,1,1-2 Year,No,30763,120,228
2513,11507311,Male,24,1,36,1,< 1 Year,No,29016,152,170
2514,11507312,Female,45,1,28,0,1-2 Year,Yes,35305,124,27
2515,11507313,Female,25,1,41,1,< 1 Year,No,33097,152,160
2516,11507314,Male,36,1,28,0,1-2 Year,Yes,36267,124,259
2517,11507315,Female,24,1,8,1,< 1 Year,No,38196,152,261
2518,11507316,Male,24,1,45,1,< 1 Year,No,27589,152,275
2519,11507317,Female,23,1,10,1,< 1 Year,No,35127,152,103
2520,11507318,Female,22,1,45,0,< 1 Year,Yes,24338,152,177
2521,11507319,Male,49,1,28,0,1-2 Year,Yes,37513,124,44
2522,11507320,Male,59,1,29,0,1-2 Year,Yes,44765,26,246
2523,11507321,Female,50,1,28,0,1-2 Year,Yes,67867,26,158
2524,11507322,Female,24,1,29,0,< 1 Year,Yes,38507,152,107
2525,11507323,Male,35,1,3,0,1-2 Year,Yes,2630,31,150
2526,11507324,Male,45,1,33,0,1-2 Year,Yes,30765,124,295
2527,11507325,Male,21,1,28,0,< 1 Year,Yes,2630,163,181
2528,11507326,Male,22,1,12,1,< 1 Year,No,35620,152,36
2529,11507327,Male,52,1,28,0,1-2 Year,Yes,38137,124,226
2530,11507328,Male,40,1,31,1,1-2 Year,No,2630,26,100
2531,11507329,Male,58,1,28,0,1-2 Year,Yes,34671,26,241
2532,11507330,Male,43,1,21,1,1-2 Year,No,32752,124,266
2533,11507331,Male,23,1,47,0,< 1 Year,Yes,25850,26,114
2534,11507332,Female,24,1,28,1,< 1 Year,No,35696,152,226
2535,11507333,Male,48,1,28,0,1-2 Year,No,44406,26,30
2536,11507334,Male,30,1,44,1,< 1 Year,Yes,30121,152,240
2537,11507335,Female,29,1,41,1,< 1 Year,No,31276,152,260
2538,11507336,Female,57,1,28,0,> 2 Years,Yes,29287,124,103
2539,11507337,Female,69,1,30,1,1-2 Year,No,26689,124,73
2540,11507338,Male,45,1,28,0,1-2 Year,Yes,57942,26,76
2541,11507339,Female,46,1,48,0,1-2 Year,Yes,2630,124,15
2542,11507340,Female,62,1,28,0,1-2 Year,Yes,33982,152,67
2543,11507341,Male,58,1,28,0,1-2 Year,Yes,56683,26,103
2544,11507342,Female,25,1,25,1,< 1 Year,No,27397,152,263
2545,11507343,Female,26,1,33,1,< 1 Year,No,2630,152,93
2546,11507344,Female,35,1,15,0,1-2 Year,Yes,31770,26,45
2547,11507345,Male,48,1,28,0,1-2 Year,Yes,51161,124,131
2548,11507346,Female,45,1,28,0,1-2 Year,Yes,31795,26,212
2549,11507347,Male,44,1,45,1,1-2 Year,No,23248,26,216
2550,11507348,Male,44,1,39,1,1-2 Year,No,31185,124,261
2551,11507349,Male,28,1,30,1,< 1 Year,No,30772,152,81
2552,11507350,Male,54,1,35,0,1-2 Year,Yes,39929,124,288
2553,11507351,Female,70,1,48,1,1-2 Year,No,2630,124,231
2554,11507352,Male,43,1,8,1,1-2 Year,No,43965,124,287
2555,11507353,Male,41,1,36,1,1-2 Year,No,32137,124,172
2556,11507354,Male,23,1,50,0,1-2 Year,Yes,2630,156,131
2557,11507355,Male,67,1,8,0,1-2 Year,Yes,63936,26,123
2558,11507356,Male,38,1,41,0,1-2 Year,Yes,40263,157,142
2559,11507357,Female,39,1,28,0,1-2 Year,Yes,64576,26,63
2560,11507358,Female,58,1,28,0,1-2 Year,Yes,30668,25,133
2561,11507359,Male,50,1,28,0,1-2 Year,Yes,63916,26,95
2562,11507360,Female,22,1,28,0,< 1 Year,Yes,46817,152,289
2563,11507361,Female,67,1,0,0,> 2 Years,Yes,2630,26,151
2564,11507362,Male,20,1,46,0,< 1 Year,Yes,28659,160,249
2565,11507363,Male,34,1,28,0,1-2 Year,Yes,31565,26,142
2566,11507364,Female,68,1,41,0,1-2 Year,Yes,25648,26,100
2567,11507365,Female,40,1,28,1,1-2 Year,No,2630,122,200
2568,11507366,Male,43,1,8,0,1-2 Year,Yes,33398,124,155
2569,11507367,Female,49,1,28,0,1-2 Year,Yes,33196,157,141
2570,11507368,Male,20,1,3,0,< 1 Year,Yes,51360,160,205
2571,11507369,Female,53,1,0,0,1-2 Year,Yes,2630,124,42
2572,11507370,Male,24,1,46,1,< 1 Year,No,2630,160,251
2573,11507371,Female,47,1,28,1,1-2 Year,No,53715,26,63
2574,11507372,Male,68,1,50,1,1-2 Year,No,31068,8,173
2575,11507373,Female,28,1,18,1,< 1 Year,No,2630,152,289
2576,11507374,Male,22,1,29,1,< 1 Year,No,50223,152,138
2577,11507375,Male,31,1,41,0,< 1 Year,No,2630,152,228
2578,11507376,Male,60,1,8,1,1-2 Year,No,37495,26,293
2579,11507377,Female,21,1,28,0,< 1 Year,Yes,44200,156,179
2580,11507378,Male,23,1,13,0,< 1 Year,Yes,26060,152,251
2581,11507379,Female,24,1,8,0,< 1 Year,Yes,37175,152,73
2582,11507380,Female,28,1,11,1,< 1 Year,No,33974,152,262
2583,11507381,Female,32,1,15,0,1-2 Year,Yes,2630,124,96
2584,11507382,Female,22,1,11,1,< 1 Year,No,30320,152,10
2585,11507383,Female,46,1,28,0,1-2 Year,Yes,45682,122,50
2586,11507384,Male,38,1,8,0,1-2 Year,Yes,2630,124,236
2587,11507385,Female,47,1,29,1,1-2 Year,No,2630,124,23
2588,11507386,Male,30,1,7,1,< 1 Year,No,2630,152,293
2589,11507387,Male,23,1,13,1,< 1 Year,No,33444,152,298
2590,11507388,Female,24,1,8,1,< 1 Year,No,32026,152,173
2591,11507389,Male,25,1,15,1,< 1 Year,No,39041,152,273
2592,11507390,Female,23,1,3,1,< 1 Year,No,33602,26,219
2593,11507391,Female,47,1,28,0,1-2 Year,Yes,2630,124,290
2594,11507392,Female,46,1,28,0,1-2 Year,No,35149,26,141
2595,11507393,Male,22,1,30,1,< 1 Year,No,29327,152,107
2596,11507394,Female,24,1,45,1,< 1 Year,No,20592,151,247
2597,11507395,Male,60,1,28,0,1-2 Year,Yes,71328,4,39
2598,11507396,Male,61,1,15,0,1-2 Year,Yes,35372,26,244
2599,11507397,Female,47,1,28,0,1-2 Year,Yes,40804,26,177
2600,11507398,Female,21,1,30,0,< 1 Year,No,42937,160,179
2601,11507399,Male,42,1,6,1,1-2 Year,No,2630,152,179
2602,11507400,Female,26,1,28,1,< 1 Year,No,63743,152,252
2603,11507401,Male,74,1,8,1,1-2 Year,No,36118,7,69
2604,11507402,Female,57,1,48,0,1-2 Year,Yes,2630,15,207
2605,11507403,Female,47,1,8,1,1-2 Year,No,36009,26,237
2606,11507404,Male,40,1,28,1,1-2 Year,No,40406,124,100
2607,11507405,Female,46,1,8,1,1-2 Year,No,2630,26,220
2608,11507406,Male,70,1,28,1,1-2 Year,No,50316,26,216
2609,11507407,Male,64,1,41,1,1-2 Year,Yes,45402,124,64
2610,11507408,Male,42,1,28,0,1-2 Year,Yes,40409,124,126
2611,11507409,Male,33,1,28,1,< 1 Year,No,33115,152,135
2612,11507410,Male,49,1,33,0,1-2 Year,Yes,30654,163,198
2613,11507411,Male,67,0,28,0,1-2 Year,Yes,36109,124,223
2614,11507412,Male,44,1,30,1,1-2 Year,No,23230,152,36
2615,11507413,Male,50,1,38,0,1-2 Year,Yes,2630,157,209
2616,11507414,Male,52,1,28,0,1-2 Year,Yes,34816,26,84
2617,11507415,Male,55,1,9,0,1-2 Year,Yes,33766,124,166
2618,11507416,Female,29,1,31,0,< 1 Year,Yes,2630,152,254
2619,11507417,Male,43,1,50,0,1-2 Year,Yes,51432,124,58
2620,11507418,Male,76,1,46,0,1-2 Year,Yes,25528,30,99
2621,11507419,Female,23,1,36,0,< 1 Year,Yes,33247,160,77
2622,11507420,Male,39,1,28,0,1-2 Year,Yes,40299,26,256
2623,11507421,Male,45,1,35,0,1-2 Year,Yes,23237,124,107
2624,11507422,Male,43,1,28,0,1-2 Year,Yes,43707,26,57
2625,11507423,Female,36,1,27,1,1-2 Year,No,34547,26,130
2626,11507424,Male,70,1,7,1,1-2 Year,No,33514,26,88
2627,11507425,Male,21,1,36,0,< 1 Year,Yes,33882,160,130
2628,11507426,Male,26,1,28,0,< 1 Year,Yes,44659,152,299
2629,11507427,Male,33,1,28,0,< 1 Year,No,2630,156,226
2630,11507428,Male,20,1,14,0,< 1 Year,Yes,23606,160,207
2631,11507429,Female,34,1,28,0,1-2 Year,Yes,35438,124,142
2632,11507430,Male,36,1,10,0,1-2 Year,Yes,2630,157,133
2633,11507431,Male,49,1,28,0,1-2 Year,Yes,36858,124,223
2634,11507432,Female,34,1,46,0,1-2 Year,No,50927,122,222
2635,11507433,Male,35,1,28,1,1-2 Year,No,48492,122,257
2636,11507434,Male,22,1,27,1,< 1 Year,No,2630,160,123
2637,11507435,Male,45,1,28,0,1-2 Year,Yes,32183,30,288
2638,11507436,Female,50,1,28,1,1-2 Year,No,45371,26,103
2639,11507437,Female,32,1,28,0,< 1 Year,Yes,46120,124,241
2640,11507438,Male,27,1,8,1,< 1 Year,No,32250,152,90
2641,11507439,Female,20,1,11,0,< 1 Year,Yes,2630,157,158
2642,11507440,Male,51,1,28,0,1-2 Year,Yes,53976,124,180
2643,11507441,Female,40,1,3,0,1-2 Year,Yes,2630,157,195
2644,11507442,Male,40,1,6,1,1-2 Year,No,38600,124,73
2645,11507443,Female,65,1,28,0,1-2 Year,Yes,43868,124,186
2646,11507444,Male,20,1,35,0,< 1 Year,Yes,2630,156,244
2647,11507445,Male,25,1,15,0,< 1 Year,No,36212,152,73
2648,11507446,Female,24,1,8,1,< 1 Year,No,37605,152,219
2649,11507447,Male,66,1,28,0,1-2 Year,Yes,40477,124,83
2650,11507448,Male,22,1,37,0,< 1 Year,Yes,35470,152,293
2651,11507449,Female,72,1,47,1,1-2 Year,Yes,36997,16,117
2652,11507450,Male,49,1,8,0,1-2 Year,Yes,46994,124,90
2653,11507451,Female,55,1,28,0,1-2 Year,Yes,39770,26,216
2654,11507452,Male,22,1,49,0,< 1 Year,Yes,20600,152,197
2655,11507453,Male,56,1,41,0,1-2 Year,No,2630,124,212
2656,11507454,Male,21,1,47,1,< 1 Year,No,44928,152,299
2657,11507455,Male,43,1,12,0,1-2 Year,No,25604,124,286
2658,11507456,Male,28,1,3,1,< 1 Year,No,27888,152,76
2659,11507457,Male,53,1,8,0,1-2 Year,Yes,37134,124,50
2660,11507458,Male,62,1,8,0,> 2 Years,Yes,49633,124,247
2661,11507459,Female,21,1,28,0,< 1 Year,Yes,35488,160,182
2662,11507460,Male,60,1,28,0,1-2 Year,Yes,38819,124,103
2663,11507461,Female,45,1,28,0,1-2 Year,Yes,31573,122,110
2664,11507462,Female,49,1,3,0,1-2 Year,Yes,2630,26,216
2665,11507463,Male,43,1,28,0,1-2 Year,Yes,28343,124,130
2666,11507464,Male,55,1,28,0,1-2 Year,Yes,66714,26,210
2667,11507465,Female,45,1,41,1,1-2 Year,No,30042,12,28
2668,11507466,Male,80,1,28,0,1-2 Year,Yes,26444,26,89
2669,11507467,Male,60,1,28,1,1-2 Year,No,32243,124,29
2670,11507468,Female,24,1,30,1,< 1 Year,No,29491,152,56
2671,11507469,Female,39,1,28,1,1-2 Year,No,44261,26,177
2672,11507470,Male,74,1,38,0,1-2 Year,Yes,29205,124,127
2673,11507471,Male,40,1,41,1,1-2 Year,No,30992,124,42
2674,11507472,Male,26,1,28,0,< 1 Year,Yes,47105,152,160
2675,11507473,Female,22,1,22,0,< 1 Year,Yes,28981,152,185
2676,11507474,Female,23,1,30,1,< 1 Year,No,27915,152,193
2677,11507475,Male,41,1,28,0,1-2 Year,Yes,54542,26,215
2678,11507476,Female,65,1,33,0,1-2 Year,Yes,24495,26,93
2679,11507477,Male,53,1,28,0,1-2 Year,Yes,45380,26,188
2680,11507478,Female,26,1,28,1,< 1 Year,No,53359,152,141
2681,11507479,Female,46,1,35,0,1-2 Year,Yes,37635,124,282
2682,11507480,Female,27,1,10,0,< 1 Year,Yes,2630,152,185
2683,11507481,Male,27,1,18,0,< 1 Year,No,29180,153,123
2684,11507482,Male,29,1,41,1,< 1 Year,No,35610,151,257
2685,11507483,Male,61,1,46,1,1-2 Year,No,38494,124,140
2686,11507484,Male,46,1,41,0,1-2 Year,Yes,31470,124,42
2687,11507485,Male,46,1,28,0,1-2 Year,Yes,29773,124,77
2688,11507486,Female,32,1,29,0,1-2 Year,No,2630,157,166
2689,11507487,Female,22,1,11,0,< 1 Year,Yes,2630,160,152
2690,11507488,Male,23,1,3,1,< 1 Year,No,26929,160,106
2691,11507489,Male,37,1,3,0,1-2 Year,Yes,2630,124,57
2692,11507490,Male,30,1,36,1,< 1 Year,No,45966,152,282
2693,11507491,Male,59,1,46,1,1-2 Year,No,31074,26,158
2694,11507492,Female,39,1,28,0,1-2 Year,Yes,47496,30,175
2695,11507493,Male,53,1,35,0,1-2 Year,Yes,27667,124,164
2696,11507494,Male,25,1,36,0,< 1 Year,No,44645,152,189
2697,11507495,Female,46,1,46,0,1-2 Year,Yes,41150,156,50
2698,11507496,Male,21,1,18,1,< 1 Year,No,39058,152,57
2699,11507497,Female,25,1,47,1,< 1 Year,No,26509,152,215
2700,11507498,Male,61,1,15,1,1-2 Year,No,34941,124,20
2701,11507499,Male,41,1,29,0,< 1 Year,No,2630,1,69
2702,11507500,Male,53,1,41,1,1-2 Year,No,34148,124,152
2703,11507501,Male,37,1,48,1,1-2 Year,No,2630,124,39
2704,11507502,Female,21,1,46,1,< 1 Year,No,47818,152,151
2705,11507503,Female,43,1,19,0,1-2 Year,Yes,33995,124,11
2706,11507504,Male,24,1,41,0,< 1 Year,Yes,30891,152,265
2707,11507505,Female,58,1,11,1,1-2 Year,No,2630,26,256
2708,11507506,Female,24,1,8,1,< 1 Year,No,42260,152,219
2709,11507507,Male,22,1,36,1,< 1 Year,No,30028,152,232
2710,11507508,Male,24,1,43,1,< 1 Year,Yes,27756,152,233
2711,11507509,Male,21,1,5,1,< 1 Year,No,2630,152,228
2712,11507510,Female,26,1,28,1,< 1 Year,No,55700,152,165
2713,11507511,Female,23,1,8,1,< 1 Year,No,2630,26,275
2714,11507512,Male,48,1,28,0,1-2 Year,Yes,44078,26,140
2715,11507513,Female,21,1,30,1,< 1 Year,No,24451,152,225
2716,11507514,Male,22,1,37,0,< 1 Year,Yes,31536,152,293
2717,11507515,Male,31,1,38,0,< 1 Year,Yes,2630,156,164
2718,11507516,Male,37,1,28,0,1-2 Year,Yes,33173,124,58
2719,11507517,Female,69,1,20,0,1-2 Year,Yes,2630,124,36
2720,11507518,Male,27,1,46,0,< 1 Year,Yes,2630,154,188
2721,11507519,Male,46,1,40,1,1-2 Year,No,23425,26,117
2722,11507520,Male,25,1,15,0,< 1 Year,Yes,32877,152,44
2723,11507521,Male,36,1,28,0,1-2 Year,Yes,30834,45,71
2724,11507522,Female,26,1,36,1,< 1 Year,No,27987,152,244
2725,11507523,Male,30,1,41,0,< 1 Year,Yes,35320,152,249
2726,11507524,Male,24,1,14,1,< 1 Year,No,31034,152,228
2727,11507525,Male,34,1,24,0,1-2 Year,Yes,2630,156,31
2728,11507526,Female,26,1,10,1,< 1 Year,No,21237,152,77
2729,11507527,Male,24,1,28,1,< 1 Year,No,43112,152,206
2730,11507528,Male,41,1,45,0,1-2 Year,Yes,25280,26,266
2731,11507529,Male,39,1,48,1,1-2 Year,No,2630,124,240
2732,11507530,Male,43,1,36,1,1-2 Year,No,34503,124,18
2733,11507531,Female,66,1,33,1,1-2 Year,No,49116,122,130
2734,11507532,Female,24,1,28,1,< 1 Year,No,50937,152,217
2735,11507533,Male,61,1,28,0,1-2 Year,Yes,34245,26,131
2736,11507534,Male,43,1,41,0,1-2 Year,Yes,46881,12,57
2737,11507535,Female,29,1,28,0,1-2 Year,Yes,31246,26,195
2738,11507536,Male,41,1,28,1,1-2 Year,Yes,2630,124,72
2739,11507537,Male,50,1,28,1,1-2 Year,No,40403,26,65
2740,11507538,Female,25,1,14,1,< 1 Year,No,23683,152,92
2741,11507539,Male,23,1,29,0,< 1 Year,Yes,44947,152,190
2742,11507540,Male,49,1,28,0,1-2 Year,Yes,36998,26,114
2743,11507541,Male,21,1,7,1,< 1 Year,No,33834,152,98
2744,11507542,Male,24,1,29,1,< 1 Year,No,35337,152,132
2745,11507543,Female,69,1,28,1,1-2 Year,Yes,46134,124,138
2746,11507544,Male,35,1,25,1,1-2 Year,No,26723,26,178
2747,11507545,Female,42,1,37,0,1-2 Year,Yes,33738,124,199
2748,11507546,Male,27,1,18,1,< 1 Year,No,30112,152,90
2749,11507547,Female,46,1,46,1,1-2 Year,No,27916,124,253
2750,11507548,Female,44,1,28,0,1-2 Year,Yes,35745,124,188
2751,11507549,Male,43,1,33,0,1-2 Year,Yes,34831,124,105
2752,11507550,Female,69,1,28,0,> 2 Years,Yes,2630,122,15
2753,11507551,Male,25,1,2,0,< 1 Year,Yes,43869,152,189
2754,11507552,Male,23,1,28,0,< 1 Year,Yes,45692,124,268
2755,11507553,Male,28,1,9,0,1-2 Year,Yes,2630,157,135
2756,11507554,Female,24,1,46,0,< 1 Year,Yes,26014,152,107
2757,11507555,Male,35,1,28,0,1-2 Year,Yes,38916,124,282
2758,11507556,Male,54,1,30,1,1-2 Year,No,2630,26,240
2759,11507557,Female,22,1,30,1,< 1 Year,No,29160,152,165
2760,11507558,Male,50,1,28,0,1-2 Year,Yes,31582,26,256
2761,11507559,Male,53,1,28,0,1-2 Year,Yes,54014,26,49
2762,11507560,Female,45,1,28,1,1-2 Year,No,40344,124,292
2763,11507561,Male,58,1,28,0,1-2 Year,Yes,43829,124,63
2764,11507562,Male,48,1,28,0,1-2 Year,Yes,36586,124,282
2765,11507563,Male,24,1,29,1,< 1 Year,No,32332,152,211
2766,11507564,Female,74,1,28,0,1-2 Year,Yes,61926,122,185
2767,11507565,Male,32,1,29,0,< 1 Year,Yes,2630,156,96
2768,11507566,Female,43,1,8,0,1-2 Year,Yes,51352,26,115
2769,11507567,Female,43,1,28,0,1-2 Year,Yes,64728,26,198
2770,11507568,Male,44,1,28,0,1-2 Year,No,24604,124,79
2771,11507569,Male,20,1,30,0,< 1 Year,Yes,35428,160,165
2772,11507570,Female,23,1,8,1,< 1 Year,No,39358,152,143
2773,11507571,Female,23,1,37,0,< 1 Year,Yes,32604,152,73
2774,11507572,Female,48,1,10,0,1-2 Year,Yes,2630,124,34
2775,11507573,Male,60,1,8,1,1-2 Year,No,27862,124,187
2776,11507574,Male,49,1,35,0,1-2 Year,Yes,38477,26,210
2777,11507575,Male,24,1,15,0,< 1 Year,Yes,39672,152,131
2778,11507576,Female,42,1,28,0,1-2 Year,Yes,31977,124,213
2779,11507577,Male,21,1,28,0,< 1 Year,Yes,44172,157,182
2780,11507578,Female,36,1,28,0,1-2 Year,Yes,47743,122,247
2781,11507579,Female,28,1,28,0,< 1 Year,Yes,54521,152,160
2782,11507580,Female,55,1,4,0,1-2 Year,Yes,2630,154,77
2783,11507581,Female,69,1,28,0,1-2 Year,Yes,35113,26,141
2784,11507582,Male,21,1,3,1,< 1 Year,No,28362,152,98
2785,11507583,Female,27,1,17,0,< 1 Year,Yes,39834,26,191
2786,11507584,Female,27,1,33,1,< 1 Year,No,32653,151,295
2787,11507585,Male,55,1,35,0,1-2 Year,Yes,2630,10,102
2788,11507586,Male,43,1,28,0,1-2 Year,Yes,52850,157,164
2789,11507587,Female,24,1,25,0,< 1 Year,Yes,25765,152,119
2790,11507588,Female,22,1,46,1,< 1 Year,No,29321,152,193
2791,11507589,Male,24,1,46,1,< 1 Year,No,28591,152,186
2792,11507590,Female,46,1,48,1,1-2 Year,No,2630,26,147
2793,11507591,Male,34,1,24,0,1-2 Year,Yes,53930,155,56
2794,11507592,Male,49,1,43,1,1-2 Year,No,39730,26,276
2795,11507593,Female,46,1,34,0,1-2 Year,Yes,28207,124,122
2796,11507594,Male,44,1,28,1,1-2 Year,No,25487,26,99
2797,11507595,Male,37,1,28,0,1-2 Year,Yes,70464,124,237
2798,11507596,Female,21,1,3,0,< 1 Year,No,30648,152,261
2799,11507597,Male,51,1,8,0,1-2 Year,Yes,49162,124,215
2800,11507598,Male,41,1,2,0,1-2 Year,No,39384,26,66
2801,11507599,Female,23,1,26,1,< 1 Year,No,27896,152,136
2802,11507600,Male,26,1,28,0,< 1 Year,No,2630,122,206
2803,11507601,Female,38,1,16,0,1-2 Year,Yes,25792,124,63
2804,11507602,Male,52,1,10,1,1-2 Year,No,33526,124,194
2805,11507603,Male,31,1,21,0,1-2 Year,No,36647,26,154
2806,11507604,Male,34,1,46,0,1-2 Year,No,52396,124,267
2807,11507605,Male,28,1,28,0,1-2 Year,Yes,27827,124,232
2808,11507606,Male,24,1,8,1,< 1 Year,No,39732,152,277
2809,11507607,Female,23,1,29,1,< 1 Year,No,34161,152,176
2810,11507608,Male,45,1,28,0,1-2 Year,Yes,56683,26,207
2811,11507609,Male,21,1,28,0,< 1 Year,No,2630,1,230
2812,11507610,Male,68,1,28,0,> 2 Years,Yes,2630,147,24
2813,11507611,Female,43,1,28,0,1-2 Year,Yes,38985,124,56
2814,11507612,Female,38,1,7,1,1-2 Year,No,2630,156,290
2815,11507613,Male,34,1,28,0,1-2 Year,Yes,52267,26,242
2816,11507614,Male,35,1,8,0,> 2 Years,Yes,32221,156,189
2817,11507615,Female,59,1,28,0,1-2 Year,Yes,51576,25,224
2818,11507616,Female,42,1,28,1,1-2 Year,No,30351,26,203
2819,11507617,Male,51,1,28,0,> 2 Years,Yes,58718,124,180
2820,11507618,Male,54,1,30,1,1-2 Year,No,48428,125,124
2821,11507619,Female,32,1,18,1,< 1 Year,No,29276,131,118
2822,11507620,Male,45,1,14,0,1-2 Year,Yes,37669,26,86
2823,11507621,Male,22,1,15,1,< 1 Year,No,36141,152,133
2824,11507622,Male,52,1,3,0,1-2 Year,Yes,28113,124,262
2825,11507623,Male,67,1,41,0,1-2 Year,Yes,27953,26,169
2826,11507624,Male,21,1,35,0,< 1 Year,Yes,2630,160,54
2827,11507625,Female,60,1,28,1,1-2 Year,No,46359,122,254
2828,11507626,Female,25,1,39,0,< 1 Year,Yes,28404,152,112
2829,11507627,Male,41,1,28,0,> 2 Years,Yes,44171,26,250
2830,11507628,Female,73,1,8,1,1-2 Year,No,33114,124,178
2831,11507629,Male,54,1,50,0,1-2 Year,Yes,2630,152,181
2832,11507630,Male,41,1,41,0,1-2 Year,Yes,24372,12,122
2833,11507631,Female,25,1,9,0,< 1 Year,No,24102,152,143
2834,11507632,Female,46,1,15,0,1-2 Year,Yes,2630,124,165
2835,11507633,Female,71,1,46,0,1-2 Year,Yes,36232,11,237
2836,11507634,Female,21,1,15,0,< 1 Year,No,33281,160,276
2837,11507635,Male,65,1,17,0,1-2 Year,Yes,2630,26,155
2838,11507636,Female,44,1,28,1,1-2 Year,No,2630,24,121
2839,11507637,Female,43,1,28,0,1-2 Year,Yes,35676,124,57
2840,11507638,Female,28,1,50,1,< 1 Year,No,35441,152,67
2841,11507639,Male,48,1,8,0,1-2 Year,Yes,49762,124,206
2842,11507640,Female,72,1,28,1,1-2 Year,No,2630,124,56
2843,11507641,Female,55,1,48,0,1-2 Year,Yes,2630,26,208
2844,11507642,Male,47,1,8,0,1-2 Year,No,2630,156,49
2845,11507643,Female,23,1,32,0,< 1 Year,Yes,28251,152,127
2846,11507644,Male,52,1,41,0,1-2 Year,Yes,33577,124,194
2847,11507645,Male,34,1,18,1,1-2 Year,No,2630,152,281
2848,11507646,Male,24,1,8,1,< 1 Year,No,36341,152,144
2849,11507647,Male,53,1,11,1,1-2 Year,No,38115,124,179
2850,11507648,Male,38,1,16,0,1-2 Year,Yes,2630,124,189
2851,11507649,Male,75,1,8,1,1-2 Year,No,70885,124,245
2852,11507650,Female,22,1,47,1,< 1 Year,No,37194,152,174
2853,11507651,Female,20,1,27,0,< 1 Year,Yes,28145,160,106
2854,11507652,Male,25,1,47,1,< 1 Year,No,39771,152,215
2855,11507653,Male,42,1,33,0,1-2 Year,Yes,38403,124,201
2856,11507654,Female,66,1,34,0,1-2 Year,Yes,2630,124,161
2857,11507655,Male,44,1,18,0,1-2 Year,Yes,2630,163,129
2858,11507656,Male,25,1,16,1,< 1 Year,No,27578,152,204
2859,11507657,Female,21,1,8,0,< 1 Year,No,43100,152,188
2860,11507658,Female,24,1,32,0,< 1 Year,Yes,39445,152,54
2861,11507659,Female,46,1,3,0,1-2 Year,Yes,29905,124,117
2862,11507660,Female,22,1,6,0,< 1 Year,Yes,31526,152,52
2863,11507661,Male,24,1,46,0,< 1 Year,Yes,2630,152,30
2864,11507662,Male,46,1,36,0,1-2 Year,Yes,34493,152,35
2865,11507663,Female,22,1,8,1,< 1 Year,No,29385,152,108
2866,11507664,Female,49,1,28,0,1-2 Year,Yes,41837,122,237
2867,11507665,Female,61,1,28,0,1-2 Year,Yes,49255,122,138
2868,11507666,Female,48,1,35,0,1-2 Year,Yes,29333,26,144
2869,11507667,Male,53,1,28,1,1-2 Year,No,55392,26,229
2870,11507668,Female,23,1,15,1,< 1 Year,No,38360,152,246
2871,11507669,Female,60,1,49,0,1-2 Year,Yes,31738,124,30
2872,11507670,Female,39,1,35,0,1-2 Year,Yes,32116,26,283
2873,11507671,Female,23,1,6,0,< 1 Year,Yes,23985,152,43
2874,11507672,Female,25,1,15,0,< 1 Year,No,39333,152,242
2875,11507673,Female,25,1,6,1,< 1 Year,No,34695,152,51
2876,11507674,Male,53,1,11,0,1-2 Year,Yes,2630,157,113
2877,11507675,Male,24,1,47,0,< 1 Year,Yes,37490,152,114
2878,11507676,Male,52,1,50,1,1-2 Year,No,35104,26,263
2879,11507677,Male,63,1,3,1,1-2 Year,No,37109,26,257
2880,11507678,Male,40,1,46,0,1-2 Year,Yes,24983,11,258
2881,11507679,Female,26,1,30,1,< 1 Year,No,31244,152,167
2882,11507680,Female,33,1,11,0,< 1 Year,Yes,27984,152,218
2883,11507681,Female,22,1,11,1,< 1 Year,No,35703,152,147
2884,11507682,Male,59,1,50,1,1-2 Year,No,39359,124,190
2885,11507683,Male,55,1,42,1,1-2 Year,No,2630,26,230
2886,11507684,Female,47,1,28,1,1-2 Year,No,2630,125,201
2887,11507685,Male,41,1,8,0,1-2 Year,Yes,50622,157,271
2888,11507686,Male,29,1,28,0,< 1 Year,Yes,39719,121,283
2889,11507687,Male,74,1,28,0,1-2 Year,Yes,48680,26,287
2890,11507688,Female,29,1,30,0,1-2 Year,Yes,2630,156,219
2891,11507689,Male,28,1,50,1,< 1 Year,No,25255,152,160
2892,11507690,Male,40,1,28,0,> 2 Years,Yes,35762,26,173
